ds,LGBMRegressor_Lag
2026-01-01,108.58133431796658
2026-02-01,96.38169746055213
2026-03-01,85.51759241644542
2026-04-01,65.40360815020648
2026-05-01,57.79656893180098
2026-06-01,56.6031654871598
2026-07-01,62.97452913148527
2026-08-01,61.673220109770455
2026-09-01,70.49540893028835
2026-10-01,82.23638881885488
2026-11-01,105.98153826488027
2026-12-01,94.68231487265034
