unique_id,ds,y
Austria,2017-07-10,39.99
Austria,2017-07-11,36.63
Austria,2017-07-12,34.14
Austria,2017-07-13,34.55
Austria,2017-07-14,36.77
Austria,2017-07-15,32.46
Austria,2017-07-16,30.29
Austria,2017-07-17,37.59
Austria,2017-07-18,37.47
Austria,2017-07-19,35.97
Austria,2017-07-20,37.1
Austria,2017-07-21,36.13
Austria,2017-07-22,33.24
Austria,2017-07-23,29.33
Austria,2017-07-24,38.7
Austria,2017-07-25,33.77
Austria,2017-07-26,32.98
Austria,2017-07-27,34.05
Austria,2017-07-28,30.87
Austria,2017-07-29,20.31
Austria,2017-07-30,5.59
Austria,2017-07-31,32.21
Austria,2017-08-01,34.56
Austria,2017-08-02,33.06
Austria,2017-08-03,27.79
Austria,2017-08-04,24.64
Austria,2017-08-05,27.84
Austria,2017-08-06,20.07
Austria,2017-08-07,33.09
Austria,2017-08-08,31.03
Austria,2017-08-09,30.67
Austria,2017-08-10,35.47
Austria,2017-08-11,37.38
Austria,2017-08-12,20.95
Austria,2017-08-13,21.14
Austria,2017-08-14,32.74
Austria,2017-08-15,27.04
Austria,2017-08-16,35.94
Austria,2017-08-17,33.44
Austria,2017-08-18,33.13
Austria,2017-08-19,13.75
Austria,2017-08-20,9.16
Austria,2017-08-21,30.58
Austria,2017-08-22,37.18
Austria,2017-08-23,36.47
Austria,2017-08-24,35.87
Austria,2017-08-25,37.94
Austria,2017-08-26,34.32
Austria,2017-08-27,30.35
Austria,2017-08-28,38.52
Austria,2017-08-29,37.71
Austria,2017-08-30,36.09
Austria,2017-08-31,38.59
Austria,2017-09-01,38.79
Austria,2017-09-02,33.79
Austria,2017-09-03,30.83
Austria,2017-09-04,36.6
Austria,2017-09-05,37.53
Austria,2017-09-06,30.95
Austria,2017-09-07,34.25
Austria,2017-09-08,26.94
Austria,2017-09-09,32.6
Austria,2017-09-10,20.46
Austria,2017-09-11,22.28
Austria,2017-09-12,29.9
Austria,2017-09-13,11.64
Austria,2017-09-14,24.73
Austria,2017-09-15,36.41
Austria,2017-09-16,36.89
Austria,2017-09-17,33.48
Austria,2017-09-18,42.09
Austria,2017-09-19,41.09
Austria,2017-09-20,39.31
Austria,2017-09-21,39.28
Austria,2017-09-22,40.19
Austria,2017-09-23,36.06
Austria,2017-09-24,35.05
Austria,2017-09-25,42.49
Austria,2017-09-26,40.35
Austria,2017-09-27,40.81
Austria,2017-09-28,40.42
Austria,2017-09-29,39.02
Austria,2017-09-30,34.7
Austria,2017-10-01,29.96
Austria,2017-10-02,18.12
Austria,2017-10-03,24.88
Austria,2017-10-04,27.34
Austria,2017-10-05,18.22
Austria,2017-10-06,27.87
Austria,2017-10-07,6.34
Austria,2017-10-08,26.2
Austria,2017-10-09,42.28
Austria,2017-10-10,36.62
Austria,2017-10-11,33.53
Austria,2017-10-12,26.79
Austria,2017-10-13,39.35
Austria,2017-10-14,31.95
Austria,2017-10-15,29.85
Austria,2017-10-16,39.04
Austria,2017-10-17,38.01
Austria,2017-10-18,52.61
Austria,2017-10-19,45.94
Austria,2017-10-20,38.13
Austria,2017-10-21,33.02
Austria,2017-10-22,22.62
Austria,2017-10-23,41.73
Austria,2017-10-24,36.74
Austria,2017-10-25,35.15
Austria,2017-10-26,39.62
Austria,2017-10-27,29.67
Austria,2017-10-28,-17.15
Austria,2017-10-29,-47.46
Austria,2017-10-30,33.16
Austria,2017-10-31,36.83
Austria,2017-11-01,30.62
Austria,2017-11-02,34.74
Austria,2017-11-03,50.44
Austria,2017-11-04,33.58
Austria,2017-11-05,31.18
Austria,2017-11-06,51.22
Austria,2017-11-07,52.42
Austria,2017-11-08,67.45
Austria,2017-11-09,51.02
Austria,2017-11-10,30.8
Austria,2017-11-11,23.44
Austria,2017-11-12,33.96
Austria,2017-11-13,46.02
Austria,2017-11-14,39.99
Austria,2017-11-15,64.82
Austria,2017-11-16,47.38
Austria,2017-11-17,42.67
Austria,2017-11-18,18.62
Austria,2017-11-19,9.93
Austria,2017-11-20,39.46
Austria,2017-11-21,48.93
Austria,2017-11-22,30.99
Austria,2017-11-23,24.08
Austria,2017-11-24,43.27
Austria,2017-11-25,39.17
Austria,2017-11-26,18.49
Austria,2017-11-27,29.67
Austria,2017-11-28,38.0
Austria,2017-11-29,71.89
Austria,2017-11-30,67.14
Austria,2017-12-01,48.32
Austria,2017-12-02,37.72
Austria,2017-12-03,33.94
Austria,2017-12-04,35.51
Austria,2017-12-05,35.38
Austria,2017-12-06,33.68
Austria,2017-12-07,34.44
Austria,2017-12-08,33.08
Austria,2017-12-09,25.57
Austria,2017-12-10,26.48
Austria,2017-12-11,38.75
Austria,2017-12-12,34.86
Austria,2017-12-13,30.87
Austria,2017-12-14,33.71
Austria,2017-12-15,40.92
Austria,2017-12-16,36.32
Austria,2017-12-17,35.42
Austria,2017-12-18,45.72
Austria,2017-12-19,48.06
Austria,2017-12-20,48.4
Austria,2017-12-21,39.13
Austria,2017-12-22,37.44
Austria,2017-12-23,21.95
Austria,2017-12-24,12.58
Austria,2017-12-25,21.33
Austria,2017-12-26,15.85
Austria,2017-12-27,35.38
Austria,2017-12-28,33.57
Austria,2017-12-29,28.3
Austria,2017-12-30,23.78
Austria,2017-12-31,18.96
Austria,2018-01-01,-24.33
Austria,2018-01-02,33.01
Austria,2018-01-03,8.62
Austria,2018-01-04,30.13
Austria,2018-01-05,32.49
Austria,2018-01-06,36.29
Austria,2018-01-07,23.26
Austria,2018-01-08,30.26
Austria,2018-01-09,30.97
Austria,2018-01-10,41.64
Austria,2018-01-11,47.55
Austria,2018-01-12,42.13
Austria,2018-01-13,33.12
Austria,2018-01-14,28.64
Austria,2018-01-15,25.21
Austria,2018-01-16,28.54
Austria,2018-01-17,28.65
Austria,2018-01-18,31.04
Austria,2018-01-19,40.47
Austria,2018-01-20,35.96
Austria,2018-01-21,34.41
Austria,2018-01-22,38.2
Austria,2018-01-23,36.41
Austria,2018-01-24,23.52
Austria,2018-01-25,34.33
Austria,2018-01-26,45.13
Austria,2018-01-27,31.27
Austria,2018-01-28,5.11
Austria,2018-01-29,17.07
Austria,2018-01-30,36.46
Austria,2018-01-31,28.99
Austria,2018-02-01,34.26
Austria,2018-02-02,40.67
Austria,2018-02-03,40.14
Austria,2018-02-04,33.56
Austria,2018-02-05,45.27
Austria,2018-02-06,47.05
Austria,2018-02-07,47.47
Austria,2018-02-08,49.6
Austria,2018-02-09,40.87
Austria,2018-02-10,38.61
Austria,2018-02-11,11.25
Austria,2018-02-12,33.65
Austria,2018-02-13,39.72
Austria,2018-02-14,39.61
Austria,2018-02-15,34.35
Austria,2018-02-16,40.58
Austria,2018-02-17,40.58
Austria,2018-02-18,36.53
Austria,2018-02-19,50.65
Austria,2018-02-20,48.85
Austria,2018-02-21,46.83
Austria,2018-02-22,47.39
Austria,2018-02-23,44.21
Austria,2018-02-24,23.68
Austria,2018-02-25,35.15
Austria,2018-02-26,47.04
Austria,2018-02-27,48.29
Austria,2018-02-28,37.57
Austria,2018-03-01,30.02
Austria,2018-03-02,40.59
Austria,2018-03-03,34.37
Austria,2018-03-04,31.1
Austria,2018-03-05,49.65
Austria,2018-03-06,49.93
Austria,2018-03-07,48.31
Austria,2018-03-08,36.63
Austria,2018-03-09,37.8
Austria,2018-03-10,34.73
Austria,2018-03-11,28.71
Austria,2018-03-12,41.24
Austria,2018-03-13,39.91
Austria,2018-03-14,46.43
Austria,2018-03-15,24.07
Austria,2018-03-16,29.37
Austria,2018-03-17,3.34
Austria,2018-03-18,3.17
Austria,2018-03-19,49.45
Austria,2018-03-20,43.02
Austria,2018-03-21,51.51
Austria,2018-03-22,43.94
Austria,2018-03-23,52.78
Austria,2018-03-24,41.39
Austria,2018-03-25,37.87
Austria,2018-03-26,52.87
Austria,2018-03-27,44.58
Austria,2018-03-28,39.56
Austria,2018-03-29,39.16
Austria,2018-03-30,26.42
Austria,2018-03-31,26.23
Austria,2018-04-01,29.55
Austria,2018-04-02,31.19
Austria,2018-04-03,35.36
Austria,2018-04-04,36.1
Austria,2018-04-05,33.94
Austria,2018-04-06,34.84
Austria,2018-04-07,26.13
Austria,2018-04-08,29.83
Austria,2018-04-09,38.9
Austria,2018-04-10,35.23
Austria,2018-04-11,33.59
Austria,2018-04-12,32.84
Austria,2018-04-13,37.08
Austria,2018-04-14,35.52
Austria,2018-04-15,33.61
Austria,2018-04-16,41.09
Austria,2018-04-17,39.47
Austria,2018-04-18,38.3
Austria,2018-04-19,37.55
Austria,2018-04-20,37.04
Austria,2018-04-21,32.39
Austria,2018-04-22,26.73
Austria,2018-04-23,34.55
Austria,2018-04-24,34.71
Austria,2018-04-25,31.27
Austria,2018-04-26,33.36
Austria,2018-04-27,37.16
Austria,2018-04-28,32.63
Austria,2018-04-29,27.44
Austria,2018-04-30,23.67
Austria,2018-05-01,16.23
Austria,2018-05-02,37.83
Austria,2018-05-03,37.74
Austria,2018-05-04,37.91
Austria,2018-05-05,31.47
Austria,2018-05-06,27.34
Austria,2018-05-07,35.14
Austria,2018-05-08,31.44
Austria,2018-05-09,36.27
Austria,2018-05-10,30.56
Austria,2018-05-11,39.06
Austria,2018-05-12,33.4
Austria,2018-05-13,25.81
Austria,2018-05-14,35.63
Austria,2018-05-15,39.25
Austria,2018-05-16,38.08
Austria,2018-05-17,35.47
Austria,2018-05-18,37.64
Austria,2018-05-19,35.44
Austria,2018-05-20,25.0
Austria,2018-05-21,21.46
Austria,2018-05-22,39.67
Austria,2018-05-23,38.78
Austria,2018-05-24,37.21
Austria,2018-05-25,38.11
Austria,2018-05-26,36.11
Austria,2018-05-27,33.92
Austria,2018-05-28,39.78
Austria,2018-05-29,39.28
Austria,2018-05-30,41.22
Austria,2018-05-31,38.84
Austria,2018-06-01,43.25
Austria,2018-06-02,37.82
Austria,2018-06-03,33.84
Austria,2018-06-04,41.48
Austria,2018-06-05,43.26
Austria,2018-06-06,42.42
Austria,2018-06-07,42.68
Austria,2018-06-08,42.43
Austria,2018-06-09,38.89
Austria,2018-06-10,37.27
Austria,2018-06-11,42.04
Austria,2018-06-12,42.53
Austria,2018-06-13,41.98
Austria,2018-06-14,39.36
Austria,2018-06-15,42.58
Austria,2018-06-16,37.72
Austria,2018-06-17,29.8
Austria,2018-06-18,39.93
Austria,2018-06-19,41.21
Austria,2018-06-20,40.91
Austria,2018-06-21,31.89
Austria,2018-06-22,28.33
Austria,2018-06-23,30.29
Austria,2018-06-24,33.68
Austria,2018-06-25,40.56
Austria,2018-06-26,42.38
Austria,2018-06-27,41.31
Austria,2018-06-28,40.15
Austria,2018-06-29,40.06
Austria,2018-06-30,37.52
Austria,2018-07-01,32.5
Austria,2018-07-02,41.94
Austria,2018-07-03,42.82
Austria,2018-07-04,44.33
Austria,2018-07-05,43.56
Austria,2018-07-06,41.59
Austria,2018-07-07,33.86
Austria,2018-07-08,35.04
Austria,2018-07-09,41.1
Austria,2018-07-10,44.25
Austria,2018-07-11,44.08
Austria,2018-07-12,44.34
Austria,2018-07-13,43.32
Austria,2018-07-14,41.72
Austria,2018-07-15,40.6
Austria,2018-07-16,44.55
Austria,2018-07-17,43.69
Austria,2018-07-18,42.59
Austria,2018-07-19,43.73
Austria,2018-07-20,44.51
Austria,2018-07-21,42.75
Austria,2018-07-22,41.02
Austria,2018-07-23,45.19
Austria,2018-07-24,46.17
Austria,2018-07-25,46.81
Austria,2018-07-26,45.17
Austria,2018-07-27,44.46
Austria,2018-07-28,40.92
Austria,2018-07-29,40.29
Austria,2018-07-30,45.24
Austria,2018-07-31,45.91
Austria,2018-08-01,45.88
Austria,2018-08-02,47.66
Austria,2018-08-03,49.16
Austria,2018-08-04,43.17
Austria,2018-08-05,42.88
Austria,2018-08-06,49.33
Austria,2018-08-07,49.72
Austria,2018-08-08,45.86
Austria,2018-08-09,44.4
Austria,2018-08-10,40.99
Austria,2018-08-11,39.94
Austria,2018-08-12,39.14
Austria,2018-08-13,45.71
Austria,2018-08-14,45.24
Austria,2018-08-15,44.47
Austria,2018-08-16,45.79
Austria,2018-08-17,46.96
Austria,2018-08-18,44.44
Austria,2018-08-19,42.36
Austria,2018-08-20,46.71
Austria,2018-08-21,50.86
Austria,2018-08-22,50.6
Austria,2018-08-23,49.38
Austria,2018-08-24,46.76
Austria,2018-08-25,44.15
Austria,2018-08-26,41.18
Austria,2018-08-27,41.57
Austria,2018-08-28,50.83
Austria,2018-08-29,48.93
Austria,2018-08-30,46.53
Austria,2018-08-31,50.13
Austria,2018-09-01,47.29
Austria,2018-09-02,44.19
Austria,2018-09-03,49.71
Austria,2018-09-04,51.04
Austria,2018-09-05,51.01
Austria,2018-09-06,50.44
Austria,2018-09-07,48.76
Austria,2018-09-08,42.8
Austria,2018-09-09,42.31
Austria,2018-09-10,50.01
Austria,2018-09-11,46.57
Austria,2018-09-12,49.83
Austria,2018-09-13,53.36
Austria,2018-09-14,49.87
Austria,2018-09-15,43.81
Austria,2018-09-16,40.98
Austria,2018-09-17,49.1
Austria,2018-09-18,46.7
Austria,2018-09-19,46.39
Austria,2018-09-20,46.9
Austria,2018-09-21,36.73
Austria,2018-09-22,31.1
Austria,2018-09-23,39.2
Austria,2018-09-24,37.99
Austria,2018-09-25,48.93
Austria,2018-09-26,39.98
Austria,2018-09-27,45.1
Austria,2018-09-28,43.74
Austria,2018-09-29,40.42
Austria,2018-09-30,39.73
Austria,2018-10-01,48.92
Austria,2018-10-02,42.46
Austria,2018-10-03,48.68
Austria,2018-10-04,53.79
Austria,2018-10-05,52.41
Austria,2018-10-06,46.98
Austria,2018-10-07,45.57
Austria,2018-10-08,55.12
Austria,2018-10-09,56.44
Austria,2018-10-10,54.62
Austria,2018-10-11,53.38
Austria,2018-10-12,49.49
Austria,2018-10-13,44.54
Austria,2018-10-14,36.22
Austria,2018-10-15,49.62
Austria,2018-10-16,54.84
Austria,2018-10-17,55.02
Austria,2018-10-18,53.37
Austria,2018-10-19,53.63
Austria,2018-10-20,48.13
Austria,2018-10-21,45.79
Austria,2018-10-22,51.96
Austria,2018-10-23,49.18
Austria,2018-10-24,47.36
Austria,2018-10-25,47.55
Austria,2018-10-26,48.05
Austria,2018-10-27,45.12
Austria,2018-10-28,40.18
Austria,2018-10-29,43.43
Austria,2018-10-30,39.03
Austria,2018-10-31,44.03
Austria,2018-11-01,42.47
Austria,2018-11-02,46.75
Austria,2018-11-03,44.67
Austria,2018-11-04,42.16
Austria,2018-11-05,47.44
Austria,2018-11-06,47.12
Austria,2018-11-07,45.99
Austria,2018-11-08,49.26
Austria,2018-11-09,47.46
Austria,2018-11-10,39.93
Austria,2018-11-11,38.78
Austria,2018-11-12,46.35
Austria,2018-11-13,47.4
Austria,2018-11-14,49.1
Austria,2018-11-15,49.83
Austria,2018-11-16,49.1
Austria,2018-11-17,49.29
Austria,2018-11-18,46.11
Austria,2018-11-19,51.17
Austria,2018-11-20,53.08
Austria,2018-11-21,54.61
Austria,2018-11-22,61.03
Austria,2018-11-23,58.51
Austria,2018-11-24,50.27
Austria,2018-11-25,47.31
Austria,2018-11-26,55.54
Austria,2018-11-27,55.6
Austria,2018-11-28,46.5
Austria,2018-11-29,47.82
Austria,2018-11-30,48.36
Austria,2018-12-01,46.83
Austria,2018-12-02,41.76
Austria,2018-12-03,47.68
Austria,2018-12-04,48.08
Austria,2018-12-05,47.25
Austria,2018-12-06,46.47
Austria,2018-12-07,47.12
Austria,2018-12-08,40.46
Austria,2018-12-09,38.75
Austria,2018-12-10,40.45
Austria,2018-12-11,48.71
Austria,2018-12-12,52.95
Austria,2018-12-13,52.28
Austria,2018-12-14,54.79
Austria,2018-12-15,48.58
Austria,2018-12-16,47.25
Austria,2018-12-17,52.5
Austria,2018-12-18,50.42
Austria,2018-12-19,48.98
Austria,2018-12-20,49.38
Austria,2018-12-21,49.49
Austria,2018-12-22,42.97
Austria,2018-12-23,39.44
Austria,2018-12-24,41.14
Austria,2018-12-25,29.56
Austria,2018-12-26,42.34
Austria,2018-12-27,47.99
Austria,2018-12-28,47.87
Austria,2018-12-29,43.52
Austria,2018-12-30,42.72
Austria,2018-12-31,44.79
Austria,2019-01-01,20.57
Austria,2019-01-02,42.45
Austria,2019-01-03,60.01
Austria,2019-01-04,54.93
Austria,2019-01-05,50.67
Austria,2019-01-06,53.28
Austria,2019-01-07,63.51
Austria,2019-01-08,54.49
Austria,2019-01-09,56.9
Austria,2019-01-10,67.73
Austria,2019-01-11,57.2
Austria,2019-01-12,46.86
Austria,2019-01-13,37.81
Austria,2019-01-14,44.71
Austria,2019-01-15,49.65
Austria,2019-01-16,51.43
Austria,2019-01-17,51.82
Austria,2019-01-18,64.59
Austria,2019-01-19,61.85
Austria,2019-01-20,60.08
Austria,2019-01-21,71.73
Austria,2019-01-22,66.19
Austria,2019-01-23,73.82
Austria,2019-01-24,84.22
Austria,2019-01-25,68.46
Austria,2019-01-26,52.34
Austria,2019-01-27,47.42
Austria,2019-01-28,58.58
Austria,2019-01-29,62.08
Austria,2019-01-30,60.83
Austria,2019-01-31,60.84
Austria,2019-02-01,57.12
Austria,2019-02-02,51.15
Austria,2019-02-03,48.0
Austria,2019-02-04,52.97
Austria,2019-02-05,55.71
Austria,2019-02-06,53.06
Austria,2019-02-07,48.32
Austria,2019-02-08,48.62
Austria,2019-02-09,42.69
Austria,2019-02-10,32.44
Austria,2019-02-11,41.16
Austria,2019-02-12,49.33
Austria,2019-02-13,47.66
Austria,2019-02-14,49.96
Austria,2019-02-15,48.02
Austria,2019-02-16,42.76
Austria,2019-02-17,39.65
Austria,2019-02-18,47.44
Austria,2019-02-19,46.5
Austria,2019-02-20,46.74
Austria,2019-02-21,46.22
Austria,2019-02-22,46.83
Austria,2019-02-23,40.95
Austria,2019-02-24,40.39
Austria,2019-02-25,45.92
Austria,2019-02-26,44.59
Austria,2019-02-27,43.44
Austria,2019-02-28,40.92
Austria,2019-03-01,45.7
Austria,2019-03-02,39.86
Austria,2019-03-03,18.28
Austria,2019-03-04,24.99
Austria,2019-03-05,36.79
Austria,2019-03-06,37.21
Austria,2019-03-07,30.59
Austria,2019-03-08,33.56
Austria,2019-03-09,24.75
Austria,2019-03-10,19.85
Austria,2019-03-11,36.39
Austria,2019-03-12,36.59
Austria,2019-03-13,29.9
Austria,2019-03-14,33.46
Austria,2019-03-15,28.2
Austria,2019-03-16,19.68
Austria,2019-03-17,8.15
Austria,2019-03-18,35.13
Austria,2019-03-19,45.04
Austria,2019-03-20,41.81
Austria,2019-03-21,40.17
Austria,2019-03-22,40.45
Austria,2019-03-23,34.57
Austria,2019-03-24,31.27
Austria,2019-03-25,33.02
Austria,2019-03-26,37.32
Austria,2019-03-27,39.96
Austria,2019-03-28,42.21
Austria,2019-03-29,39.33
Austria,2019-03-30,34.65
Austria,2019-03-31,28.7
Austria,2019-04-01,38.33
Austria,2019-04-02,35.05
Austria,2019-04-03,42.3
Austria,2019-04-04,42.04
Austria,2019-04-05,42.53
Austria,2019-04-06,37.16
Austria,2019-04-07,35.79
Austria,2019-04-08,42.8
Austria,2019-04-09,42.37
Austria,2019-04-10,42.86
Austria,2019-04-11,45.06
Austria,2019-04-12,45.35
Austria,2019-04-13,41.0
Austria,2019-04-14,36.84
Austria,2019-04-15,43.01
Austria,2019-04-16,44.12
Austria,2019-04-17,42.02
Austria,2019-04-18,40.96
Austria,2019-04-19,36.89
Austria,2019-04-20,36.54
Austria,2019-04-21,31.76
Austria,2019-04-22,6.58
Austria,2019-04-23,28.05
Austria,2019-04-24,34.42
Austria,2019-04-25,38.81
Austria,2019-04-26,41.87
Austria,2019-04-27,32.22
Austria,2019-04-28,34.36
Austria,2019-04-29,43.74
Austria,2019-04-30,42.62
Austria,2019-05-01,26.68
Austria,2019-05-02,38.17
Austria,2019-05-03,40.95
Austria,2019-05-04,38.39
Austria,2019-05-05,31.71
Austria,2019-05-06,44.33
Austria,2019-05-07,49.58
Austria,2019-05-08,39.87
Austria,2019-05-09,44.75
Austria,2019-05-10,45.15
Austria,2019-05-11,37.25
Austria,2019-05-12,22.05
Austria,2019-05-13,40.69
Austria,2019-05-14,41.43
Austria,2019-05-15,41.55
Austria,2019-05-16,41.0
Austria,2019-05-17,41.9
Austria,2019-05-18,37.1
Austria,2019-05-19,35.15
Austria,2019-05-20,46.18
Austria,2019-05-21,42.44
Austria,2019-05-22,40.5
Austria,2019-05-23,42.03
Austria,2019-05-24,40.45
Austria,2019-05-25,36.62
Austria,2019-05-26,23.92
Austria,2019-05-27,37.92
Austria,2019-05-28,41.96
Austria,2019-05-29,40.51
Austria,2019-05-30,19.65
Austria,2019-05-31,36.16
Austria,2019-06-01,30.33
Austria,2019-06-02,20.33
Austria,2019-06-03,37.15
Austria,2019-06-04,38.13
Austria,2019-06-05,36.7
Austria,2019-06-06,36.08
Austria,2019-06-07,34.29
Austria,2019-06-08,16.91
Austria,2019-06-09,23.47
Austria,2019-06-10,30.13
Austria,2019-06-11,42.17
Austria,2019-06-12,43.09
Austria,2019-06-13,38.64
Austria,2019-06-14,41.27
Austria,2019-06-15,29.79
Austria,2019-06-16,29.62
Austria,2019-06-17,41.44
Austria,2019-06-18,41.77
Austria,2019-06-19,40.23
Austria,2019-06-20,36.4
Austria,2019-06-21,38.13
Austria,2019-06-22,31.67
Austria,2019-06-23,21.56
Austria,2019-06-24,34.6
Austria,2019-06-25,39.85
Austria,2019-06-26,37.49
Austria,2019-06-27,35.7
Austria,2019-06-28,41.82
Austria,2019-06-29,32.58
Austria,2019-06-30,15.01
Austria,2019-07-01,33.41
Austria,2019-07-02,34.28
Austria,2019-07-03,35.88
Austria,2019-07-04,34.48
Austria,2019-07-05,35.72
Austria,2019-07-06,28.96
Austria,2019-07-07,21.65
Austria,2019-07-08,35.49
Austria,2019-07-09,37.64
Austria,2019-07-10,41.81
Austria,2019-07-11,46.07
Austria,2019-07-12,44.33
Austria,2019-07-13,36.41
Austria,2019-07-14,32.97
Austria,2019-07-15,39.81
Austria,2019-07-16,43.76
Austria,2019-07-17,46.42
Austria,2019-07-18,44.22
Austria,2019-07-19,44.91
Austria,2019-07-20,36.01
Austria,2019-07-21,33.46
Austria,2019-07-22,44.51
Austria,2019-07-23,46.94
Austria,2019-07-24,50.62
Austria,2019-07-25,51.4
Austria,2019-07-26,46.8
Austria,2019-07-27,36.09
Austria,2019-07-28,34.77
Austria,2019-07-29,45.96
Austria,2019-07-30,43.81
Austria,2019-07-31,46.05
Austria,2019-08-01,45.79
Austria,2019-08-02,44.05
Austria,2019-08-03,37.22
Austria,2019-08-04,35.37
Austria,2019-08-05,45.87
Austria,2019-08-06,42.58
Austria,2019-08-07,41.53
Austria,2019-08-08,35.87
Austria,2019-08-09,38.27
Austria,2019-08-10,20.52
Austria,2019-08-11,16.49
Austria,2019-08-12,41.63
Austria,2019-08-13,38.1
Austria,2019-08-14,38.86
Austria,2019-08-15,31.34
Austria,2019-08-16,35.33
Austria,2019-08-17,26.85
Austria,2019-08-18,27.96
Austria,2019-08-19,36.34
Austria,2019-08-20,40.91
Austria,2019-08-21,40.93
Austria,2019-08-22,37.39
Austria,2019-08-23,37.67
Austria,2019-08-24,32.05
Austria,2019-08-25,31.33
Austria,2019-08-26,43.84
Austria,2019-08-27,45.29
Austria,2019-08-28,49.15
Austria,2019-08-29,45.8
Austria,2019-08-30,41.87
Austria,2019-08-31,33.37
Austria,2019-09-01,30.49
Austria,2019-09-02,39.2
Austria,2019-09-03,36.22
Austria,2019-09-04,34.1
Austria,2019-09-05,33.28
Austria,2019-09-06,33.36
Austria,2019-09-07,34.84
Austria,2019-09-08,34.92
Austria,2019-09-09,43.34
Austria,2019-09-10,36.76
Austria,2019-09-11,34.31
Austria,2019-09-12,38.18
Austria,2019-09-13,38.31
Austria,2019-09-14,35.96
Austria,2019-09-15,29.58
Austria,2019-09-16,44.22
Austria,2019-09-17,39.84
Austria,2019-09-18,40.53
Austria,2019-09-19,44.98
Austria,2019-09-20,45.65
Austria,2019-09-21,35.43
Austria,2019-09-22,31.49
Austria,2019-09-23,46.62
Austria,2019-09-24,47.44
Austria,2019-09-25,48.15
Austria,2019-09-26,43.31
Austria,2019-09-27,41.27
Austria,2019-09-28,31.14
Austria,2019-09-29,22.89
Austria,2019-09-30,39.64
Austria,2019-10-01,42.28
Austria,2019-10-02,42.39
Austria,2019-10-03,41.14
Austria,2019-10-04,43.77
Austria,2019-10-05,37.19
Austria,2019-10-06,33.06
Austria,2019-10-07,46.55
Austria,2019-10-08,38.13
Austria,2019-10-09,38.14
Austria,2019-10-10,32.83
Austria,2019-10-11,29.17
Austria,2019-10-12,28.76
Austria,2019-10-13,24.68
Austria,2019-10-14,40.39
Austria,2019-10-15,43.38
Austria,2019-10-16,39.89
Austria,2019-10-17,44.35
Austria,2019-10-18,38.16
Austria,2019-10-19,33.92
Austria,2019-10-20,35.26
Austria,2019-10-21,45.93
Austria,2019-10-22,46.95
Austria,2019-10-23,43.86
Austria,2019-10-24,39.09
Austria,2019-10-25,37.49
Austria,2019-10-26,30.54
Austria,2019-10-27,30.95
Austria,2019-10-28,45.14
Austria,2019-10-29,48.69
Austria,2019-10-30,49.0
Austria,2019-10-31,44.39
Austria,2019-11-01,32.46
Austria,2019-11-02,29.71
Austria,2019-11-03,30.28
Austria,2019-11-04,40.43
Austria,2019-11-05,43.65
Austria,2019-11-06,50.37
Austria,2019-11-07,43.06
Austria,2019-11-08,47.46
Austria,2019-11-09,40.56
Austria,2019-11-10,39.54
Austria,2019-11-11,42.94
Austria,2019-11-12,45.78
Austria,2019-11-13,49.53
Austria,2019-11-14,48.17
Austria,2019-11-15,43.98
Austria,2019-11-16,39.74
Austria,2019-11-17,37.94
Austria,2019-11-18,45.96
Austria,2019-11-19,48.59
Austria,2019-11-20,54.62
Austria,2019-11-21,50.14
Austria,2019-11-22,43.94
Austria,2019-11-23,32.55
Austria,2019-11-24,35.99
Austria,2019-11-25,48.69
Austria,2019-11-26,47.0
Austria,2019-11-27,41.75
Austria,2019-11-28,40.73
Austria,2019-11-29,42.66
Austria,2019-11-30,42.53
Austria,2019-12-01,42.78
Austria,2019-12-02,48.87
Austria,2019-12-03,51.9
Austria,2019-12-04,52.34
Austria,2019-12-05,47.87
Austria,2019-12-06,44.37
Austria,2019-12-07,36.27
Austria,2019-12-08,32.34
Austria,2019-12-09,42.73
Austria,2019-12-10,45.14
Austria,2019-12-11,46.9
Austria,2019-12-12,48.49
Austria,2019-12-13,44.26
Austria,2019-12-14,35.28
Austria,2019-12-15,33.49
Austria,2019-12-16,45.06
Austria,2019-12-17,43.44
Austria,2019-12-18,43.18
Austria,2019-12-19,37.36
Austria,2019-12-20,30.89
Austria,2019-12-21,29.68
Austria,2019-12-22,27.31
Austria,2019-12-23,26.53
Austria,2019-12-24,23.78
Austria,2019-12-25,24.11
Austria,2019-12-26,30.11
Austria,2019-12-27,37.91
Austria,2019-12-28,34.23
Austria,2019-12-29,29.96
Austria,2019-12-30,30.47
Austria,2019-12-31,33.2
Austria,2020-01-01,32.14
Austria,2020-01-02,37.9
Austria,2020-01-03,37.81
Austria,2020-01-04,31.23
Austria,2020-01-05,35.76
Austria,2020-01-06,39.04
Austria,2020-01-07,41.06
Austria,2020-01-08,44.12
Austria,2020-01-09,42.25
Austria,2020-01-10,41.54
Austria,2020-01-11,36.23
Austria,2020-01-12,32.77
Austria,2020-01-13,43.55
Austria,2020-01-14,42.47
Austria,2020-01-15,40.78
Austria,2020-01-16,42.76
Austria,2020-01-17,40.28
Austria,2020-01-18,37.95
Austria,2020-01-19,36.86
Austria,2020-01-20,45.75
Austria,2020-01-21,45.85
Austria,2020-01-22,47.31
Austria,2020-01-23,50.34
Austria,2020-01-24,49.88
Austria,2020-01-25,41.23
Austria,2020-01-26,37.07
Austria,2020-01-27,42.96
